CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA;LARVAS_METRO
22526;20432;Fazenda Vista Bonita;113;6;RB867515;2024;22,36;0
22223;20432;Fazenda Vista Bonita;114;3;RB867515;2021;12,3;0
22223;20432;Fazenda Vista Bonita;115;3;RB867515;2021;17,84;0,17
22324;20432;Fazenda Vista Bonita;116;4;RB867515;2022;39,27;0
22223;20432;Fazenda Vista Bonita;117;3;RB867515;2021;10,95;0
22526;20432;Fazenda Vista Bonita;117;6;RB867515;2024;10,95;0
22223;20432;Fazenda Vista Bonita;118;3;RB867515;2021;6,84;0
22324;20432;Fazenda Vista Bonita;119;4;RB867515;2022;15,37;0
22223;20432;Fazenda Vista Bonita;120;3;RB867515;2021;24,26;0
22526;20432;Fazenda Vista Bonita;120;6;RB867515;2024;12,13;0
22324;20432;Fazenda Vista Bonita;122;4;RB867515;2022;21,78;0
22526;20432;Fazenda Vista Bonita;122;6;RB867515;2024;10,89;0
22223;20432;Fazenda Vista Bonita;123;3;RB867515;2021;23,34;0
22324;20432;Fazenda Vista Bonita;123;4;RB867515;2022;11,67;0
22425;20432;Fazenda Vista Bonita;126;3;CTC9001BT;2023;20,13;0
22324;20432;Fazenda Vista Bonita;127;2;CTC9001BT;2022;19,18;0
22425;20432;Fazenda Vista Bonita;128;3;CTC9001BT;2023;19,22;0
22324;20432;Fazenda Vista Bonita;129;2;CTC9007;2022;5,07;0
22425;20432;Fazenda Vista Bonita;130;3;CTC9007;2023;12,85;0
22324;20432;Fazenda Vista Bonita;131;2;CTC9007;2022;20,8;0
22324;20432;Fazenda Vista Bonita;157;7;CTC15;2022;4,53;0
22425;20432;Fazenda Vista Bonita;157;0;ADEF;2023;4,53;0
22324;20432;Fazenda Vista Bonita;159;7;CTC15;2022;34,78;0,69
22425;20432;Fazenda Vista Bonita;160;0;ADEF;2023;16,19;0,12
22324;20432;Fazenda Vista Bonita;161;7;CTC15;2022;18,94;0,32
22324;20432;Fazenda Vista Bonita;162;7;CTC15;2022;43,48;0
22425;20432;Fazenda Vista Bonita;163;0;ADEF;2023;4,14;0
22324;20432;Fazenda Vista Bonita;164;7;CTC15;2022;24,25;0,04
22324;20432;Fazenda Vista Bonita;166;7;CTC15;2022;11,52;0,09
22223;20432;Fazenda Vista Bonita;168;6;CTC15;2021;9,12;0,11
22324;20432;Fazenda Vista Bonita;168;7;CTC15;2022;9,12;0
22425;20432;Fazenda Vista Bonita;169;0;CTC9007;2023;28,57;0
22627;20432;Fazenda Vista Bonita;169;2;CTC9007;2025;32,52;0
22324;20432;Fazenda Vista Bonita;170;7;CTC15;2022;7,39;0
22627;20432;Fazenda Vista Bonita;170;2;CTC9003;2025;58,29;0
22425;20432;Fazenda Vista Bonita;171;0;CTC9003;2023;35,83;0
22324;20432;Fazenda Vista Bonita;172;7;CTC15;2022;19,39;0
22223;20432;Fazenda Vista Bonita;173;6;CTC15;2021;8,79;0,68
22425;20432;Fazenda Vista Bonita;173;0;CTC9003;2023;43,92;0,07
22324;20432;Fazenda Vista Bonita;174;7;CTC15;2022;9,36;0,21
22425;20432;Fazenda Vista Bonita;174;1;CTC9007;2023;4,11;1,46
22223;20432;Fazenda Vista Bonita;175;6;CTC15;2021;35,32;0,62
22627;20432;Fazenda Vista Bonita;175;2;CTC9003;2025;49,72;0
22324;20432;Fazenda Vista Bonita;176;7;CTC15;2022;27,78;0
22425;20432;Fazenda Vista Bonita;177;0;ADEF;2023;31,4;0
22223;20432;Fazenda Vista Bonita;178;6;IACSP95-5000;2021;7,71;0
22324;20432;Fazenda Vista Bonita;178;7;IACSP95-5000;2022;15,42;0
22425;20432;Fazenda Vista Bonita;179;0;ADEF;2023;13,63;0
22324;20432;Fazenda Vista Bonita;180;0;ADEF;2022;8,32;0
22223;20432;Fazenda Vista Bonita;181;5;IAC87-3396;2021;7,66;0
22324;20432;Fazenda Vista Bonita;181;0;CTC9006;2022;15,98;0
22324;20432;Fazenda Vista Bonita;183;7;IACSP95-5000;2022;27,06;0
22223;20432;Fazenda Vista Bonita;184;6;CTC15;2021;10,77;0
22425;20432;Fazenda Vista Bonita;184;0;ADEF;2023;10,77;0
22324;20432;Fazenda Vista Bonita;185;7;CTC15;2022;11,36;0
22627;20432;Fazenda Vista Bonita;187;3;CTC9001;2025;30,41;0
22324;20432;Fazenda Vista Bonita;188;0;CTC9001;2022;36,35;0
22324;20432;Fazenda Vista Bonita;189;0;RB966928;2022;24,82;0
22627;20432;Fazenda Vista Bonita;189;3;RB966928;2025;24,79;0
22223;20432;Fazenda Vista Bonita;191;5;IACSP95-5000;2021;5,24;0
22324;20432;Fazenda Vista Bonita;192;0;CTC9001;2022;20,35;0
22223;20432;Fazenda Vista Bonita;193;5;IACSP95-5000;2021;1,6;0
22627;20432;Fazenda Vista Bonita;194;2;RB975952;2025;15,62;0
22223;20432;Fazenda Vista Bonita;195;5;IACSP95-5000;2021;2,57;0
22324;20432;Fazenda Vista Bonita;196;0;ADEF;2022;2,67;0
22324;20432;Fazenda Vista Bonita;199;0;ADEF;2022;9,52;0
22223;20432;Fazenda Vista Bonita;200;5;IACSP95-5000;2021;7,63;0
22324;20432;Fazenda Vista Bonita;201;0;ADEF;2022;3,26;0
22223;20432;Fazenda Vista Bonita;204;5;IACSP95-5000;2021;11,23;0,09
22324;20432;Fazenda Vista Bonita;204;0;ADEF;2022;11,23;0
22324;20432;Fazenda Vista Bonita;208;0;ADEF;2022;2,65;0
22223;20432;Fazenda Vista Bonita;210;5;IACSP95-5000;2021;5,28;0
22324;20432;Fazenda Vista Bonita;210;0;ADEF;2022;5,28;0
22324;20432;Fazenda Vista Bonita;211;0;ADEF;2022;3,72;0
22223;20433;Fazenda Paineira;5;6;SP83-2847;2021;10,18;0
22324;20433;Fazenda Paineira;5;0;CTC9006;2022;8,77;0
22324;20433;Fazenda Paineira;7;0;CTC9006;2022;16,65;0
22223;20433;Fazenda Paineira;9;6;SP83-2847;2021;4,83;0
22324;20433;Fazenda Paineira;9;0;CTC9006;2022;15,72;0
22223;20433;Fazenda Paineira;10;6;SP83-2847;2021;9,5;0
22324;20433;Fazenda Paineira;11;0;CTC9006;2022;16,52;0
22223;20433;Fazenda Paineira;13;6;SP83-2847;2021;4,98;0
22324;20433;Fazenda Paineira;13;0;CTC9006;2022;6,09;0
22324;20433;Fazenda Paineira;15;0;ADEF;2022;4,35;0
22223;20433;Fazenda Paineira;16;6;SP83-2847;2021;5,82;0
22324;20433;Fazenda Paineira;17;0;ADEF;2022;4,36;0
22223;20433;Fazenda Paineira;19;6;SP83-2847;2021;7;0
22324;20433;Fazenda Paineira;19;0;ADEF;2022;6,07;0
22223;20433;Fazenda Paineira;20;6;SP83-2847;2021;2,8;0
22324;20433;Fazenda Paineira;21;0;ADEF;2022;1,63;0
22324;20433;Fazenda Paineira;23;0;ADEF;2022;0,89;0
22223;20433;Fazenda Paineira;24;6;SP83-2847;2021;3,86;0
22223;20433;Fazenda Paineira;25;6;SP83-2847;2021;9,22;0
22324;20433;Fazenda Paineira;25;0;ADEF;2022;8;0
22324;20433;Fazenda Paineira;27;0;ADEF;2022;3,27;0
22324;20433;Fazenda Paineira;29;0;ADEF;2022;7,78;0
22324;20433;Fazenda Paineira;31;0;ADEF;2022;2,01;0
22223;20433;Fazenda Paineira;32;6;SP83-2847;2021;4,25;0
22324;20433;Fazenda Paineira;32;0;ADEF;2022;3,69;0
22223;20433;Fazenda Paineira;33;6;SP83-2847;2021;3,92;0
22223;20433;Fazenda Paineira;34;6;SP83-2847;2021;4,21;0
22324;20433;Fazenda Paineira;34;0;ADEF;2022;3,65;0
22324;20433;Fazenda Paineira;35;0;ADEF;2022;6,16;0
22223;20433;Fazenda Paineira;36;6;SP83-2847;2021;6,18;0
22223;20433;Fazenda Paineira;37;6;SP83-2847;2021;2,6;0
22223;20433;Fazenda Paineira;38;6;SP83-2847;2021;2,09;0
22324;20433;Fazenda Paineira;39;0;ADEF;2022;2,17;0
22223;20433;Fazenda Paineira;45;0;RB975242;2021;6,61;0
22223;20433;Fazenda Paineira;46;0;ADEF;2021;3,52;0
22223;20433;Fazenda Paineira;47;0;ADEF;2021;2,1;0
22223;20433;Fazenda Paineira;48;5;SP83-2847;2021;30,97;0
22324;20433;Fazenda Paineira;48;6;SP83-2847;2022;30,97;0
22223;20433;Fazenda Paineira;50;5;SP83-2847;2021;6,46;0
22324;20433;Fazenda Paineira;50;6;SP83-2847;2022;6,46;0
22627;20433;Fazenda Paineira;51;2;CV7870;2025;18,31;0
22223;20433;Fazenda Paineira;52;6;SP83-2847;2021;14,84;0
22324;20433;Fazenda Paineira;52;7;SP83-2847;2022;29,68;0
22627;20433;Fazenda Paineira;53;2;CV7870;2025;60,52;0
22223;20433;Fazenda Paineira;54;6;SP83-2847;2021;3,87;0
22223;20433;Fazenda Paineira;56;6;SP83-2847;2021;8,92;0
22324;20433;Fazenda Paineira;56;7;SP83-2847;2022;8,92;0
22223;20433;Fazenda Paineira;58;6;SP83-2847;2021;5,5;0
22324;20433;Fazenda Paineira;58;7;SP83-2847;2022;5,5;0
22627;20433;Fazenda Paineira;58;2;CV7870;2025;22,74;0
22324;20433;Fazenda Paineira;59;7;SP83-2847;2022;8,54;0
22223;20433;Fazenda Paineira;60;5;SP83-2847;2021;22,84;0
22324;20433;Fazenda Paineira;60;6;SP83-2847;2022;22,85;0
22627;20433;Fazenda Paineira;60;2;CV7870;2025;40,32;0
22223;20433;Fazenda Paineira;62;6;SP83-2847;2021;16,59;0
22324;20433;Fazenda Paineira;62;7;SP83-2847;2022;16,59;0
22223;20434;Fazenda Três Ilhas ;3;3;SP83-5073;2021;9,1;0
22223;20434;Fazenda Três Ilhas ;4;3;SP83-5073;2021;19,75;0
22223;20434;Fazenda Três Ilhas ;6;3;SP83-5073;2021;20,63;0
22223;20434;Fazenda Três Ilhas ;16;4;SP83-5073;2021;15,45;0
22223;20434;Fazenda Três Ilhas ;20;3;RB867515;2021;14,46;0
22223;20434;Fazenda Três Ilhas ;22;2;RB867515;2021;3,63;0
22223;20434;Fazenda Três Ilhas ;23;2;RB867515;2021;2,55;0,39
22223;20439;Fazenda Ipezal;1;3;RB966928;2022;8,23;0
22526;20439;Fazenda Ipezal;1;2;RB867515;2024;23,11;0
22223;20439;Fazenda Ipezal;2;3;RB966928;2021;32,66;0
22223;20439;Fazenda Ipezal;2;3;RB966928;2022;16,33;0
22526;20439;Fazenda Ipezal;3;2;RB867515;2024;86,02;0
22223;20439;Fazenda Ipezal;4;3;RB966928;2021;24,92;0
22223;20439;Fazenda Ipezal;4;3;RB966928;2022;24,92;0
22526;20439;Fazenda Ipezal;4;2;RB867515;2024;16,06;0
22223;20439;Fazenda Ipezal;6;3;RB966928;2021;12,54;0
22223;20439;Fazenda Ipezal;6;3;RB966928;2022;12,54;0
22223;20439;Fazenda Ipezal;7;3;RB966928;2021;11,08;0
22223;20439;Fazenda Ipezal;7;3;RB966928;2022;5,54;0
22526;20439;Fazenda Ipezal;7;2;DIVERSAS;2024;23,35;0
22223;20439;Fazenda Ipezal;8;3;RB966928;2021;3,36;0
22223;20439;Fazenda Ipezal;8;3;RB966928;2022;3,36;0
22223;20439;Fazenda Ipezal;9;3;RB966928;2021;31,01;0
22223;20439;Fazenda Ipezal;10;3;RB966928;2021;8,24;0
22223;20439;Fazenda Ipezal;10;3;RB966928;2022;8,24;0
22223;20439;Fazenda Ipezal;11;3;RB966928;2021;2,33;0
22223;20439;Fazenda Ipezal;11;3;RB966928;2022;2,33;0
22223;20439;Fazenda Ipezal;12;3;RB966928;2021;9,38;0
22223;20439;Fazenda Ipezal;12;3;RB966928;2022;9,38;0
22223;20439;Fazenda Ipezal;13;3;RB966928;2021;11,58;0
22324;20440;Fazenda Três Barras;17;1;CTC9001;2022;17,56;0
22425;20440;Fazenda Três Barras;17;2;CTC9001;2023;17,56;0
22526;20440;Fazenda Três Barras;17;3;CTC9001;2024;17,56;0
22627;20440;Fazenda Três Barras;17;4;CTC9001;2025;17,56;0
22324;20440;Fazenda Três Barras;18;1;CTC9001;2022;20,93;0
22425;20440;Fazenda Três Barras;18;2;CTC9001;2023;20,93;0
22526;20440;Fazenda Três Barras;18;3;CTC9001;2024;20,93;0
22324;20440;Fazenda Três Barras;19;1;CTC9001;2022;22,3;0
22324;20440;Fazenda Três Barras;20;1;CTC9001;2022;35,12;0
22425;20440;Fazenda Três Barras;20;2;CTC9001;2023;35,12;0
22526;20440;Fazenda Três Barras;20;3;CTC9001;2024;35,12;0
22324;20440;Fazenda Três Barras;21;1;CTC9001;2022;28,51;0
22627;20440;Fazenda Três Barras;21;4;CTC9001;2025;28,51;0
22526;20440;Fazenda Três Barras;22;3;CTC9001;2024;1,65;0
22526;20440;Fazenda Três Barras;23;3;CTC9001;2024;8,07;0
22425;20440;Fazenda Três Barras;24;2;CTC9001;2023;13,26;0
22526;20440;Fazenda Três Barras;24;3;CTC9001;2024;13,26;0
22627;20440;Fazenda Três Barras;24;4;CTC9001;2025;26,52;0
22526;20440;Fazenda Três Barras;25;3;CTC9001;2024;25,55;0
22425;20440;Fazenda Três Barras;27;2;CTC9001;2023;7,34;0
22526;20440;Fazenda Três Barras;28;3;CTC9001;2024;13,63;0
22425;20440;Fazenda Três Barras;29;2;CTC9001;2023;8,88;0
22526;20441;Fazenda Ouro Verde ;1;2;RB975201;2024;30,63;0
22526;20441;Fazenda Ouro Verde ;2;2;RB975201;2024;24,82;0
22526;20441;Fazenda Ouro Verde ;3;2;RB975201;2024;4,35;0
22324;20441;Fazenda Ouro Verde ;13;1;RB975201;2023;35,53;0
22526;20441;Fazenda Ouro Verde ;13;3;RB975201;2024;35,53;0
22526;20441;Fazenda Ouro Verde ;14;3;RB975201;2024;5,07;0
22324;20441;Fazenda Ouro Verde ;15;1;RB975201;2023;36,88;0
22526;20441;Fazenda Ouro Verde ;15;3;RB975201;2024;73,76;0
22425;20441;Fazenda Ouro Verde ;16;2;RB975201;2023;158,4;0
22526;20441;Fazenda Ouro Verde ;16;3;RB975201;2024;52,8;0
22526;20441;Fazenda Ouro Verde ;17;3;RB975201;2024;4,48;0
22425;20441;Fazenda Ouro Verde ;18;2;RB975201;2023;42,3;0
22526;20441;Fazenda Ouro Verde ;18;3;RB975201;2024;21,15;0
22526;20442;Fazenda Vale do Sol ;64;2;RB975033;2024;18,14;0
22223;20446;Estância São José;1;4;SP83-2847;2021;1,85;0
22425;20446;Estância São José;1;0;ADEF;2023;28,25;0
22223;20446;Estância São José;2;4;SP83-2847;2021;4,45;0
22425;20446;Estância São José;3;0;ADEF;2023;11,8;0
22223;20446;Estância São José;4;4;SP83-2847;2021;8,67;0
22223;20446;Estância São José;5;0;SP83-2847;2021;17,53;0
22425;20446;Estância São José;5;2;RB975242;2023;35,06;0
22223;20446;Estância São José;7;0;SP83-2847;2021;20,31;0,2
22425;20446;Estância São José;8;2;SP83-2847;2023;22,94;0
22223;20446;Estância São José;9;0;SP83-2847;2021;33,28;0,06
22425;20446;Estância São José;9;2;SP83-2847;2023;33,28;0
22223;20446;Estância São José;10;0;ADEF;2021;1,96;1,02
22425;20446;Estância São José;13;0;ADEF;2023;4,55;0
22223;20446;Estância São José;14;0;ADEF;2021;7,99;0,5
22223;20446;Estância São José;16;0;ADEF;2021;3,49;0
22223;20446;Estância São José;17;0;ADEF;2021;20,15;0,05
22223;20446;Estância São José;20;0;ADEF;2021;7,92;0
22223;20446;Estância São José;21;0;ADEF;2021;1,98;0
22526;20449;Fazenda Santa Izabel;3;0;CTC9001BT;2024;30,87;0
22526;20449;Fazenda Santa Izabel;4;0;CTC9001BT;2024;47,89;0
22526;20449;Fazenda Santa Izabel;8;0;CTC9001BT;2024;38,55;0
22526;20449;Fazenda Santa Izabel;11;0;CTC9001BT;2024;31,34;0
22223;20449;Fazenda Santa Izabel;18;5;CTC15;2021;22,24;0,04
22425;20449;Fazenda Santa Izabel;18;6;CTC15;2024;11,12;0
22526;20449;Fazenda Santa Izabel;18;0;ADEF;2024;22,24;0
22122;20449;Fazenda Santa Izabel;20;4;CTC15;2021;4,13;0
22122;20449;Fazenda Santa Izabel;21;4;CTC15;2021;0,85;0
22425;20449;Fazenda Santa Izabel;27;6;CTC15;2024;1,21;0
22122;20449;Fazenda Santa Izabel;28;4;CTC15;2021;3,09;0
22122;20449;Fazenda Santa Izabel;29;4;CTC15;2021;2,87;0
22425;20449;Fazenda Santa Izabel;30;6;CTC15;2024;1,9;0
22425;20449;Fazenda Santa Izabel;35;6;CTC15;2024;2,42;0
22425;20449;Fazenda Santa Izabel;36;6;CTC15;2024;1,19;0
22425;20449;Fazenda Santa Izabel;43;6;CTC15;2024;0,58;0
22425;20449;Fazenda Santa Izabel;44;6;CTC15;2024;1,47;1,36
22122;20449;Fazenda Santa Izabel;47;4;CTC15;2021;3,66;0
22425;20449;Fazenda Santa Izabel;48;6;CTC15;2024;1,77;0
22122;20449;Fazenda Santa Izabel;51;4;CTC15;2021;7,58;0
22526;20449;Fazenda Santa Izabel;51;0;ADEF;2024;7,58;0
22122;20449;Fazenda Santa Izabel;54;4;CTC15;2021;15,15;0
22122;20449;Fazenda Santa Izabel;55;4;CTC15;2021;6,23;0
22526;20449;Fazenda Santa Izabel;55;0;ADEF;2024;6,23;0
22526;20449;Fazenda Santa Izabel;57;0;ADEF;2024;4,54;0
22223;20449;Fazenda Santa Izabel;59;5;CTC15;2021;15,37;0
22526;20449;Fazenda Santa Izabel;61;0;ADEF;2024;4,04;0
22122;20449;Fazenda Santa Izabel;65;4;CTC15;2021;3,36;0
22122;20449;Fazenda Santa Izabel;66;4;CTC15;2021;2,59;0
22526;20449;Fazenda Santa Izabel;66;0;ADEF;2024;2,59;0
22223;20449;Fazenda Santa Izabel;69;5;CTC15;2021;11,53;0
22526;20449;Fazenda Santa Izabel;69;0;ADEF;2024;11,53;0
22526;20449;Fazenda Santa Izabel;71;0;ADEF;2024;6,63;0
22526;20449;Fazenda Santa Izabel;74;0;ADEF;2024;9,5;0
22526;20449;Fazenda Santa Izabel;76;0;ADEF;2024;4,92;0
22526;20449;Fazenda Santa Izabel;82;0;ADEF;2024;4,78;0
22526;20449;Fazenda Santa Izabel;84;0;ADEF;2024;9,24;0
22526;20449;Fazenda Santa Izabel;88;0;ADEF;2024;6,91;0
22526;20449;Fazenda Santa Izabel;90;0;ADEF;2024;3,35;0
22122;20449;Fazenda Santa Izabel;91;4;CTC15;2021;5,78;0
22526;20449;Fazenda Santa Izabel;92;0;ADEF;2024;4,86;0
22122;20449;Fazenda Santa Izabel;95;4;CTC15;2021;3,36;0
22526;20449;Fazenda Santa Izabel;95;0;ADEF;2024;3,36;0
22526;20449;Fazenda Santa Izabel;99;0;ADEF;2024;5,38;0
22526;20449;Fazenda Santa Izabel;101;0;ADEF;2024;11,87;0
22122;20449;Fazenda Santa Izabel;102;4;CTC15;2021;19,74;0
22122;20449;Fazenda Santa Izabel;103;5;CTC15;2021;7,63;0
22526;20449;Fazenda Santa Izabel;103;0;ADEF;2024;7,63;0
22122;20449;Fazenda Santa Izabel;105;5;CTC15;2021;15,05;0
22526;20449;Fazenda Santa Izabel;105;0;ADEF;2024;15,05;0
22526;20449;Fazenda Santa Izabel;108;0;ADEF;2024;4,33;0
22122;20449;Fazenda Santa Izabel;111;4;CTC15;2021;19,14;0
22526;20449;Fazenda Santa Izabel;112;0;ADEF;2024;3,13;0
22122;20449;Fazenda Santa Izabel;114;4;CTC15;2021;6,1;0
22526;20449;Fazenda Santa Izabel;114;0;ADEF;2024;6,1;0
22324;20453;Fazenda Esperanca;1;3;SP83-2847;2023;34,14;0
22324;20453;Fazenda Esperanca;2;3;SP83-2847;2023;3,04;0
22324;20453;Fazenda Esperanca;3;3;SP83-2847;2023;3,2;0
22324;20453;Fazenda Esperanca;5;3;SP83-2847;2023;4,74;0
22324;20453;Fazenda Esperanca;6;3;SP83-2847;2023;12,06;0
22324;20453;Fazenda Esperanca;7;3;SP83-2847;2023;1,19;0
22324;20453;Fazenda Esperanca;8;3;SP83-2847;2023;2,86;0
22324;20453;Fazenda Esperanca;9;3;SP83-2847;2023;1,88;0
22324;20453;Fazenda Esperanca;10;3;SP83-2847;2023;6,02;0
22425;20453;Fazenda Esperanca;21;4;SP83-5073;2023;8,54;0
22425;20453;Fazenda Esperanca;22;4;SP83-5073;2023;20,24;0
22324;20453;Fazenda Esperanca;23;0;SP83-2847;2022;8,73;0,34
22627;20453;Fazenda Esperanca;23;3;SP83-2847;2026;8,71;0
22324;20453;Fazenda Esperanca;24;0;SP83-2847;2022;4,78;0,84
22627;20453;Fazenda Esperanca;24;3;SP83-2847;2026;4,77;0
22324;20453;Fazenda Esperanca;25;0;SP83-2847;2022;8,34;0,12
22627;20453;Fazenda Esperanca;25;3;SP83-2847;2026;7,51;0
22425;20457;Fazenda Santa Helena;1;0;SP83-2847;2023;35,88;0
22425;20457;Fazenda Santa Helena;2;0;SP83-2847;2023;48,5;0
22425;20457;Fazenda Santa Helena;3;0;SP83-2847;2023;17,13;0
22223;20457;Fazenda Santa Helena;5;5;SP83-2847;2021;32,76;0
22223;20458;Fazenda Estrela;1;5;RB975201;2021;2,02;0
22223;20458;Fazenda Estrela;4;5;RB975201;2021;15,79;0
22223;20458;Fazenda Estrela;6;5;RB975201;2021;7,02;0
22223;20458;Fazenda Estrela;7;5;RB975201;2021;28,54;0
22223;20458;Fazenda Estrela;8;5;RB975201;2021;13,99;0
22223;20458;Fazenda Estrela;11;5;RB867515;2021;4,94;0
22223;20458;Fazenda Estrela;15;5;RB867515;2021;5,73;0
22324;20459;Estância Três irmãos;1;0;RB975242;2022;16,51;0
22324;20459;Estância Três irmãos;2;0;RB975242;2022;8,22;0
22324;20459;Estância Três irmãos;3;0;ADEF;2022;11,13;0
22324;20459;Estância Três irmãos;4;0;ADEF;2022;5,07;0
22223;20460;Fazenda São José;1;0;ADEF;2021;14,66;0
22223;20460;Fazenda São José;3;0;ADEF;2021;7,99;0
22425;20460;Fazenda São José;4;2;CTC9006;2023;19,04;0
22425;20460;Fazenda São José;6;2;CTC9006;2023;10,08;0
22425;20460;Fazenda São José;7;2;CTC9006;2023;11,35;0
22223;20460;Fazenda São José;8;6;RB867515;2021;5,15;0
22223;20460;Fazenda São José;10;6;RB867515;2021;6,93;0
22223;20460;Fazenda São José;12;6;RB867515;2021;11,29;0
22324;20461;Estância Santa Rita de Cássia;1;0;RB975242;2022;7,14;0
22324;20461;Estância Santa Rita de Cássia;2;0;RB975242;2022;6,7;0
22324;20461;Estância Santa Rita de Cássia;3;0;RB975242;2022;7,69;0
22223;20462;Fazenda Santa Irene III;3;5;RB867515;2021;8,77;0
22223;20462;Fazenda Santa Irene III;4;5;RB867515;2021;15,04;0
22223;20462;Fazenda Santa Irene III;5;5;RB867515;2021;27,87;0
22223;20462;Fazenda Santa Irene III;6;5;RB867515;2021;8,66;0
22223;20462;Fazenda Santa Irene III;7;5;RB867515;2021;10,06;0
22223;20462;Fazenda Santa Irene III;8;5;RB867515;2021;4,51;0
22223;20462;Fazenda Santa Irene III;9;5;RB867515;2021;19,12;0
22223;20462;Fazenda Santa Irene III;11;5;RB867515;2021;16,62;0
22223;20462;Fazenda Santa Irene III;13;5;RB867515;2021;72,68;0,08
22425;20462;Fazenda Santa Irene III;15;7;IAC87-3396;2023;16,98;0
22223;20462;Fazenda Santa Irene III;16;5;RB966928;2021;17,12;0
22526;20462;Fazenda Santa Irene III;16;8;RB966928;2024;8,56;0
22223;20462;Fazenda Santa Irene III;17;5;RB966928;2021;19,66;0
22223;20462;Fazenda Santa Irene III;18;5;RB966928;2021;15,02;0
22324;20462;Fazenda Santa Irene III;18;6;RB966928;2023;15,02;0
22526;20462;Fazenda Santa Irene III;18;8;RB966928;2024;15,02;0
22223;20462;Fazenda Santa Irene III;19;5;RB966928;2021;9,61;0
22223;20462;Fazenda Santa Irene III;20;5;RB966928;2021;14,37;0
22223;20462;Fazenda Santa Irene III;21;5;RB966928;2021;18,14;0
22324;20462;Fazenda Santa Irene III;21;6;RB966928;2023;18,14;0
22324;20462;Fazenda Santa Irene III;22;6;RB966928;2023;18,98;0
22425;20462;Fazenda Santa Irene III;22;7;RB966928;2024;18,98;0
22526;20462;Fazenda Santa Irene III;22;8;RB966928;2024;18,98;0
22223;20462;Fazenda Santa Irene III;23;6;RB966928;2021;25,88;0
22425;20462;Fazenda Santa Irene III;23;8;RB966928;2024;12,94;0
22223;20462;Fazenda Santa Irene III;25;5;RB966928;2021;37,98;0,03
22223;20462;Fazenda Santa Irene III;26;5;RB966928;2021;17,57;0
22223;20462;Fazenda Santa Irene III;27;5;RB966928;2021;14,16;0
22324;20462;Fazenda Santa Irene III;27;6;RB966928;2023;14,16;0
22526;20462;Fazenda Santa Irene III;27;8;RB966928;2024;14,16;0
22223;20462;Fazenda Santa Irene III;29;5;RB966928;2021;29,24;0
22425;20462;Fazenda Santa Irene III;29;7;RB966928;2023;14,62;0
22526;20462;Fazenda Santa Irene III;29;8;RB966928;2024;14,62;0
22223;20462;Fazenda Santa Irene III;30;5;RB966928;2021;35,74;0
22425;20462;Fazenda Santa Irene III;30;7;RB966928;2023;17,87;0
22526;20462;Fazenda Santa Irene III;30;8;RB966928;2024;17,87;0
22526;20462;Fazenda Santa Irene III;31;8;RB966928;2024;37,4;0
22122;20462;Fazenda Santa Irene III;32;5;RB966928;2021;14,22;0
22425;20462;Fazenda Santa Irene III;32;8;RB966928;2023;14,22;0
22223;20462;Fazenda Santa Irene III;33;6;RB966928;2021;14,02;0
22122;20462;Fazenda Santa Irene III;34;4;RB966928;2021;14,76;0
22425;20462;Fazenda Santa Irene III;34;7;RB966928;2023;14,76;0
22526;20462;Fazenda Santa Irene III;34;8;RB966928;2024;14,76;0
22223;20462;Fazenda Santa Irene III;35;5;RB966928;2021;5,87;0
22122;20462;Fazenda Santa Irene III;36;4;RB966928;2021;16,7;0
22425;20462;Fazenda Santa Irene III;36;7;RB966928;2023;16,7;0
22526;20462;Fazenda Santa Irene III;36;0;RB966928;2024;21,52;0
22223;20462;Fazenda Santa Irene III;38;6;RB966928;2021;20,75;0,05
22425;20462;Fazenda Santa Irene III;38;8;RB966928;2023;20,75;0
22526;20462;Fazenda Santa Irene III;39;0;RB966928;2024;25,71;0
22425;20462;Fazenda Santa Irene III;40;8;RB966928;2023;19,38;0,1
22223;20462;Fazenda Santa Irene III;41;6;RB966928;2021;20,67;0
22223;20462;Fazenda Santa Irene III;42;6;RB966928;2021;8,58;0
22425;20462;Fazenda Santa Irene III;42;8;RB966928;2023;8,58;0
22526;20462;Fazenda Santa Irene III;42;9;RB966928;2024;8,58;0
22223;20462;Fazenda Santa Irene III;43;6;RB966928;2021;13,99;0
22425;20462;Fazenda Santa Irene III;44;8;RB966928;2023;16,16;0
22526;20462;Fazenda Santa Irene III;45;9;RB966928;2024;14,56;0,14
22223;20462;Fazenda Santa Irene III;47;5;VIVEIRO;2021;11,17;0
22324;20462;Fazenda Santa Irene III;47;6;VIVEIRO;2023;11,17;0
22223;20462;Fazenda Santa Irene III;48;6;RB966928;2021;11,57;0
22526;20462;Fazenda Santa Irene III;48;9;RB966928;2024;23,14;0
22223;20462;Fazenda Santa Irene III;49;6;RB966928;2021;12,68;0
22223;20462;Fazenda Santa Irene III;50;5;RB966928;2021;6,04;0
22122;20462;Fazenda Santa Irene III;51;5;RB966928;2021;6,23;0
22425;20462;Fazenda Santa Irene III;51;8;RB966928;2023;6,23;0
22526;20462;Fazenda Santa Irene III;52;9;RB966928;2024;8,43;0
22223;20462;Fazenda Santa Irene III;53;6;RB966928;2021;19,62;0
