CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA_PROD;NINFAS_METRO
22324;20432;Fazenda Vista Bonita;92;4;CTC9001;2022;29,37;0
22425;20432;Fazenda Vista Bonita;92;5;CTC9001;2024;29,37;0
22122;20432;Fazenda Vista Bonita;93;2;CTC9001;2021;32,93;0
22122;20432;Fazenda Vista Bonita;94;2;CTC9001;2021;31,55;0
22223;20432;Fazenda Vista Bonita;94;3;CTC9001;2022;31,55;0,0278
22324;20432;Fazenda Vista Bonita;94;4;CTC9001;2022;31,55;0,0208
22122;20432;Fazenda Vista Bonita;95;2;CTC9001;2021;28,98;0
22223;20432;Fazenda Vista Bonita;95;3;CTC9001;2021;28,98;0
22223;20432;Fazenda Vista Bonita;95;3;CTC9001;2022;28,98;0,0694
22324;20432;Fazenda Vista Bonita;95;4;CTC9001;2022;28,98;0
22425;20432;Fazenda Vista Bonita;95;5;CTC9001;2024;28,98;0
22122;20432;Fazenda Vista Bonita;96;2;CTC9001;2021;35,02;0,0052
22223;20432;Fazenda Vista Bonita;96;3;CTC9001;2021;35,02;0
22223;20432;Fazenda Vista Bonita;96;3;CTC9001;2022;35,02;0,0104
22324;20432;Fazenda Vista Bonita;96;4;CTC9001;2022;35,02;0
22425;20432;Fazenda Vista Bonita;96;5;CTC9001;2024;35,02;0
22122;20432;Fazenda Vista Bonita;97;2;RB867515;2021;14,29;0
22223;20432;Fazenda Vista Bonita;97;3;RB867515;2021;14,29;0
22425;20432;Fazenda Vista Bonita;97;5;RB867515;2024;14,29;0
22223;20432;Fazenda Vista Bonita;98;3;RB867515;2022;12,88;0,0417
22526;20432;Fazenda Vista Bonita;98;6;RB867515;2025;12,88;0
22122;20432;Fazenda Vista Bonita;99;2;RB867515;2021;23,9;0
22223;20432;Fazenda Vista Bonita;99;3;RB867515;2022;24,09;0,1181
22425;20432;Fazenda Vista Bonita;99;5;RB867515;2024;24,09;0
22122;20432;Fazenda Vista Bonita;100;2;RB867515;2021;13,4;0
22324;20432;Fazenda Vista Bonita;100;4;RB867515;2022;13,4;0
22425;20432;Fazenda Vista Bonita;100;5;RB867515;2024;13,4;0
22526;20432;Fazenda Vista Bonita;100;6;RB867515;2025;13,4;0
22122;20432;Fazenda Vista Bonita;111;2;SP83-2847;2021;27,69;0,0043
22223;20432;Fazenda Vista Bonita;111;3;SP83-2847;2022;27,69;0,0625
22425;20432;Fazenda Vista Bonita;111;5;SP83-2847;2024;27,69;0
22122;20432;Fazenda Vista Bonita;112;2;SP83-2847;2021;33,95;0
22223;20432;Fazenda Vista Bonita;112;3;SP83-2847;2022;33,95;0
22425;20432;Fazenda Vista Bonita;112;5;SP83-2847;2024;33,95;0
22526;20432;Fazenda Vista Bonita;112;6;SP83-2847;2025;33,95;0,5417
22122;20432;Fazenda Vista Bonita;113;2;RB867515;2021;22,36;0,0301
22223;20432;Fazenda Vista Bonita;113;3;RB867515;2021;22,36;0
22324;20432;Fazenda Vista Bonita;113;4;RB867515;2022;22,36;0,2083
22526;20432;Fazenda Vista Bonita;113;6;RB867515;2025;22,36;0
22223;20432;Fazenda Vista Bonita;114;3;RB867515;2021;12,3;0,0278
22425;20432;Fazenda Vista Bonita;114;5;RB867515;2024;12,3;0
22122;20432;Fazenda Vista Bonita;115;2;RB867515;2021;17,84;0
22324;20432;Fazenda Vista Bonita;115;4;RB867515;2022;17,84;0
22223;20432;Fazenda Vista Bonita;116;3;RB867515;2021;13,09;0,0347
22122;20432;Fazenda Vista Bonita;117;2;RB867515;2021;10,95;0,0139
22223;20432;Fazenda Vista Bonita;118;3;RB867515;2021;6,84;0
22122;20432;Fazenda Vista Bonita;119;2;RB867515;2021;15,37;0
22223;20432;Fazenda Vista Bonita;119;3;RB867515;2021;15,37;0
22324;20432;Fazenda Vista Bonita;119;4;RB867515;2022;15,37;0
22122;20432;Fazenda Vista Bonita;120;2;RB867515;2021;12,13;0
22324;20432;Fazenda Vista Bonita;120;4;RB867515;2022;12,13;0,1597
22526;20432;Fazenda Vista Bonita;120;6;RB867515;2025;12,13;0
22122;20432;Fazenda Vista Bonita;121;2;RB867515;2021;12,25;0
22223;20432;Fazenda Vista Bonita;121;3;RB867515;2021;12,25;0
22425;20432;Fazenda Vista Bonita;121;5;RB867515;2024;12,25;0
22223;20432;Fazenda Vista Bonita;122;3;RB867515;2021;10,89;0
22425;20432;Fazenda Vista Bonita;122;5;RB867515;2024;10,89;0
22526;20432;Fazenda Vista Bonita;123;6;RB867515;2025;11,67;0
22122;20432;Fazenda Vista Bonita;127;0;CTC9001BT;2021;17,09;0
22223;20432;Fazenda Vista Bonita;127;1;CTC9001BT;2021;19,18;0
22627;20432;Fazenda Vista Bonita;127;5;CTC9001BT;2025;19,18;0
22223;20432;Fazenda Vista Bonita;128;1;CTC9001BT;2021;19,22;0
22627;20432;Fazenda Vista Bonita;128;5;CTC9001BT;2025;19,22;0
22324;20432;Fazenda Vista Bonita;129;2;CTC9007;2022;5,07;0,0208
22425;20432;Fazenda Vista Bonita;129;3;CTC9007;2023;5,07;0
22526;20432;Fazenda Vista Bonita;129;4;CTC9007;2024;5,07;0
22122;20432;Fazenda Vista Bonita;130;0;CTC9007;2021;11,6;0
22324;20432;Fazenda Vista Bonita;130;2;CTC9007;2022;12,85;0
22526;20432;Fazenda Vista Bonita;130;4;CTC9007;2024;12,85;0
22627;20432;Fazenda Vista Bonita;130;5;CTC9007;2025;12,85;0,125
22223;20432;Fazenda Vista Bonita;131;1;CTC9007;2021;20,8;0
22324;20432;Fazenda Vista Bonita;131;2;CTC9007;2022;20,8;0
22425;20432;Fazenda Vista Bonita;131;3;CTC9007;2023;20,8;0
22526;20432;Fazenda Vista Bonita;131;4;CTC9007;2024;20,8;0
22627;20432;Fazenda Vista Bonita;131;5;CTC9007;2025;20,8;0
22122;20432;Fazenda Vista Bonita;158;5;CTC15;2021;26,01;0,0486
22324;20432;Fazenda Vista Bonita;158;7;CTC15;2023;26,01;0
22122;20432;Fazenda Vista Bonita;159;5;CTC15;2021;17,24;0
22122;20432;Fazenda Vista Bonita;160;5;CTC15;2021;16,19;0
22122;20432;Fazenda Vista Bonita;161;5;CTC15;2021;18,94;0,1458
22324;20432;Fazenda Vista Bonita;161;7;CTC15;2023;18,94;0
22122;20432;Fazenda Vista Bonita;162;5;CTC15;2021;21,74;0
22122;20432;Fazenda Vista Bonita;164;5;CTC15;2021;24,25;0,2049
22122;20432;Fazenda Vista Bonita;167;5;CTC15;2021;17,12;0,0069
22223;20432;Fazenda Vista Bonita;167;6;CTC15;2021;17,12;0
22526;20432;Fazenda Vista Bonita;169;1;CTC9007;2024;32,52;0
22627;20432;Fazenda Vista Bonita;169;2;CTC9007;2025;32,52;0
22526;20432;Fazenda Vista Bonita;170;1;CTC9003;2024;58,29;0
22627;20432;Fazenda Vista Bonita;170;2;CTC9003;2025;58,29;0,5
22526;20432;Fazenda Vista Bonita;171;1;CTC9003;2024;40,32;0
22627;20432;Fazenda Vista Bonita;171;2;CTC9003;2025;40,32;0
22526;20432;Fazenda Vista Bonita;172;1;CTC9003;2024;54,56;0
22627;20432;Fazenda Vista Bonita;172;2;CTC9003;2025;54,56;0
22526;20432;Fazenda Vista Bonita;173;1;CTC9003;2024;49,42;0
22627;20432;Fazenda Vista Bonita;173;2;CTC9003;2025;49,42;0
22122;20432;Fazenda Vista Bonita;175;5;CTC15;2021;35,32;0,1782
22223;20432;Fazenda Vista Bonita;175;6;CTC15;2021;35,32;0
22526;20432;Fazenda Vista Bonita;175;1;CTC9003;2024;49,72;0
22627;20432;Fazenda Vista Bonita;175;2;CTC9003;2025;49,72;0
22526;20432;Fazenda Vista Bonita;176;1;CTC9007;2024;74,36;0
22627;20432;Fazenda Vista Bonita;176;2;CTC9007;2025;74,36;0
22324;20432;Fazenda Vista Bonita;180;0;ADEF;2022;8,32;0
22122;20432;Fazenda Vista Bonita;181;4;IAC87-3396;2021;7,66;0
22223;20432;Fazenda Vista Bonita;181;5;IAC87-3396;2021;7,66;0
22425;20432;Fazenda Vista Bonita;181;1;CTC9006;2024;14,61;0
22627;20432;Fazenda Vista Bonita;181;3;CTC9006;2025;14,61;0
22122;20432;Fazenda Vista Bonita;183;5;IACSP95-5000;2021;12,83;0
22223;20432;Fazenda Vista Bonita;183;6;IACSP95-5000;2021;13,53;0
22324;20432;Fazenda Vista Bonita;184;7;CTC15;2022;10,77;0
22425;20432;Fazenda Vista Bonita;186;1;RB966928;2023;7,79;0
22122;20432;Fazenda Vista Bonita;187;4;IACSP95-5000;2021;5,03;0
22425;20432;Fazenda Vista Bonita;187;1;CTC9001;2023;30,41;0
22425;20432;Fazenda Vista Bonita;187;1;CTC9001;2024;30,41;0
22526;20432;Fazenda Vista Bonita;187;2;CTC9001;2024;30,41;0
22122;20432;Fazenda Vista Bonita;188;4;IACSP95-5000;2021;14,06;0
22425;20432;Fazenda Vista Bonita;188;1;CTC9001;2023;36,13;0
22425;20432;Fazenda Vista Bonita;188;1;CTC9001;2024;36,13;0
22526;20432;Fazenda Vista Bonita;188;2;CTC9001;2024;36,13;0
22526;20432;Fazenda Vista Bonita;188;2;CTC9001;2025;36,13;0
22122;20432;Fazenda Vista Bonita;189;4;IACSP95-5000;2021;3,31;0
22425;20432;Fazenda Vista Bonita;189;1;RB966928;2023;24,79;0
22526;20432;Fazenda Vista Bonita;189;2;RB966928;2024;24,79;0
22324;20432;Fazenda Vista Bonita;190;0;ADEF;2023;5,11;0
22122;20432;Fazenda Vista Bonita;191;4;IACSP95-5000;2021;4,63;0
22223;20432;Fazenda Vista Bonita;191;5;IACSP95-5000;2021;5,24;0
22324;20432;Fazenda Vista Bonita;191;0;ADEF;2023;8,21;0
22526;20432;Fazenda Vista Bonita;191;1;RB975952;2024;9,39;0
22526;20432;Fazenda Vista Bonita;194;1;RB975952;2024;15,62;0
22122;20432;Fazenda Vista Bonita;198;4;IACSP95-5000;2021;14,68;0
22122;20432;Fazenda Vista Bonita;199;4;IACSP95-5000;2021;8,74;0,0192
22223;20432;Fazenda Vista Bonita;199;5;IACSP95-5000;2021;9,52;0,0625
22122;20432;Fazenda Vista Bonita;200;4;IACSP95-5000;2021;7;0
22122;20432;Fazenda Vista Bonita;203;4;IACSP95-5000;2021;12,09;0
22223;20432;Fazenda Vista Bonita;203;5;IACSP95-5000;2021;13,29;0
22223;20432;Fazenda Vista Bonita;204;5;IACSP95-5000;2021;11,23;0
22122;20432;Fazenda Vista Bonita;210;4;IACSP95-5000;2021;4,65;0,0556
22223;20432;Fazenda Vista Bonita;210;5;IACSP95-5000;2021;5,28;0
22122;20432;Fazenda Vista Bonita;233;3;CTC9001;2021;5,86;0,2917
22425;20432;Fazenda Vista Bonita;233;1;CTC9007;2023;5,86;0
22526;20432;Fazenda Vista Bonita;233;2;CTC9007;2024;5,86;0
22627;20432;Fazenda Vista Bonita;233;3;CTC9007;2025;5,86;0
22122;20432;Fazenda Vista Bonita;234;3;CTC9001;2021;12,85;0,0972
22425;20432;Fazenda Vista Bonita;234;1;CTC9007;2023;12,61;0,0174
22526;20432;Fazenda Vista Bonita;234;2;CTC9007;2024;12,61;0
22627;20432;Fazenda Vista Bonita;234;3;CTC9007;2025;12,61;0,1111
22122;20432;Fazenda Vista Bonita;235;3;CTC9001;2021;13,6;0,2431
22425;20432;Fazenda Vista Bonita;235;1;CTC9007;2023;13,56;0
22526;20432;Fazenda Vista Bonita;235;2;CTC9007;2024;13,56;0
22627;20432;Fazenda Vista Bonita;235;3;CTC9007;2025;13,56;0
22122;20433;Fazenda Paineira;1;3;SP83-5073;2021;6,06;0
22223;20433;Fazenda Paineira;1;4;SP83-5073;2022;6,06;0
22324;20433;Fazenda Paineira;1;5;SP83-5073;2023;6,06;0,0625
22526;20433;Fazenda Paineira;1;1;RB075322;2024;18,88;0,375
22526;20433;Fazenda Paineira;1;1;RB075322;2025;18,88;0
22627;20433;Fazenda Paineira;1;2;RB075322;2025;18,88;0
22627;20433;Fazenda Paineira;1;2;RB075322;2026;18,88;0
22122;20433;Fazenda Paineira;2;3;SP83-5073;2021;13,22;0,0764
22223;20433;Fazenda Paineira;2;4;SP83-5073;2022;13,22;0
22324;20433;Fazenda Paineira;2;5;SP83-5073;2023;13,22;0,0417
22627;20433;Fazenda Paineira;2;2;RB075322;2025;10,88;0
22122;20433;Fazenda Paineira;3;3;SP83-5073;2021;9,68;0
22223;20433;Fazenda Paineira;3;4;SP83-5073;2022;9,68;0
22324;20433;Fazenda Paineira;3;5;SP83-5073;2023;9,68;0
22526;20433;Fazenda Paineira;3;1;RB075322;2024;9,14;0
22627;20433;Fazenda Paineira;3;2;RB075322;2026;9,14;0
22122;20433;Fazenda Paineira;4;3;SP83-5073;2021;8,75;0,0256
22223;20433;Fazenda Paineira;4;4;SP83-5073;2022;8,75;0
22324;20433;Fazenda Paineira;4;5;SP83-5073;2023;8,75;0,0382
22223;20433;Fazenda Paineira;5;6;SP83-2847;2022;10,18;0
22425;20433;Fazenda Paineira;5;1;CTC9006;2023;10,05;0
22425;20433;Fazenda Paineira;5;1;CTC9006;2024;10,05;0
22526;20433;Fazenda Paineira;5;2;CTC9006;2025;10,05;0
22425;20433;Fazenda Paineira;6;1;CTC9006;2023;30,36;0
22425;20433;Fazenda Paineira;6;1;CTC9006;2024;30,36;0
22526;20433;Fazenda Paineira;6;2;CTC9006;2025;30,36;0
22425;20433;Fazenda Paineira;7;1;CTC9006;2023;19,3;0
22526;20433;Fazenda Paineira;7;2;CTC9006;2025;19,3;0
22627;20433;Fazenda Paineira;7;3;CTC9006;2026;19,3;0
22425;20433;Fazenda Paineira;8;1;CTC9006;2023;25,77;0
22425;20433;Fazenda Paineira;8;1;CTC9006;2024;25,77;0
22627;20433;Fazenda Paineira;8;3;CTC9006;2026;25,77;0
22425;20433;Fazenda Paineira;9;1;CTC9006;2023;18,31;0
22425;20433;Fazenda Paineira;9;1;CTC9006;2024;18,31;0
22627;20433;Fazenda Paineira;9;3;CTC9006;2026;18,31;0,1667
22122;20433;Fazenda Paineira;10;5;SP83-2847;2021;9,5;0,0486
22223;20433;Fazenda Paineira;10;6;SP83-2847;2022;9,5;0,0139
22425;20433;Fazenda Paineira;11;1;CTC9006;2023;18,81;0
22425;20433;Fazenda Paineira;11;1;CTC9006;2024;18,81;0
22526;20433;Fazenda Paineira;11;2;CTC9006;2025;18,81;1,0417
22627;20433;Fazenda Paineira;11;3;CTC9006;2026;18,81;0,7083
22425;20433;Fazenda Paineira;12;1;CTC9006;2023;10,45;0
22526;20433;Fazenda Paineira;12;2;CTC9006;2025;10,45;0,0417
22425;20433;Fazenda Paineira;13;1;CTC9006;2024;7,09;0,0139
22526;20433;Fazenda Paineira;13;2;CTC9006;2025;7,09;1,4583
22425;20433;Fazenda Paineira;14;1;CTC9006;2023;14,92;0
22425;20433;Fazenda Paineira;14;1;CTC9006;2024;14,92;0
22122;20433;Fazenda Paineira;19;5;SP83-2847;2021;7;0,1597
22223;20433;Fazenda Paineira;19;6;SP83-2847;2022;7;0
22122;20433;Fazenda Paineira;25;5;SP83-2847;2021;9,43;0,0417
22122;20433;Fazenda Paineira;32;5;SP83-2847;2021;4,04;0,0486
22223;20433;Fazenda Paineira;35;6;SP83-2847;2022;7,1;0,0972
22122;20433;Fazenda Paineira;36;5;SP83-2847;2021;6,18;0,3194
22324;20433;Fazenda Paineira;45;1;RB975242;2022;6,61;0
22526;20433;Fazenda Paineira;45;3;RB975242;2024;6,61;0
22526;20433;Fazenda Paineira;45;3;RB975242;2025;6,61;0,2083
22122;20433;Fazenda Paineira;48;4;SP83-2847;2021;30,92;0,0486
22223;20433;Fazenda Paineira;48;5;SP83-2847;2022;30,97;0,4097
22324;20433;Fazenda Paineira;48;6;SP83-2847;2022;30,97;0,0694
22526;20433;Fazenda Paineira;48;0;RB975201;2025;27,17;0
22627;20433;Fazenda Paineira;48;1;RB975201;2025;31,93;0
22627;20433;Fazenda Paineira;48;1;RB975201;2026;31,93;0
22122;20433;Fazenda Paineira;49;4;SP83-2847;2021;19,42;0,0972
22223;20433;Fazenda Paineira;49;5;SP83-2847;2022;19,46;0
22425;20433;Fazenda Paineira;49;7;SP83-2847;2024;19,46;2,3333
22526;20433;Fazenda Paineira;49;0;RB975201;2025;22,63;0
22627;20433;Fazenda Paineira;49;1;RB975201;2025;25,49;0
22627;20433;Fazenda Paineira;49;1;RB975201;2026;25,49;0,7083
22122;20433;Fazenda Paineira;51;5;SP83-2847;2021;4,66;0,0694
22526;20433;Fazenda Paineira;51;1;CV7870;2025;18,31;0
22223;20433;Fazenda Paineira;52;6;SP83-2847;2022;14,84;0,1458
22324;20433;Fazenda Paineira;52;7;SP83-2847;2022;14,84;0
22324;20433;Fazenda Paineira;52;7;SP83-2847;2023;14,84;0,2986
22526;20433;Fazenda Paineira;52;1;CV7870;2024;37,35;0
22627;20433;Fazenda Paineira;52;2;CV7870;2025;37,35;0,5833
22627;20433;Fazenda Paineira;52;2;CV7870;2026;37,35;1,125
22122;20433;Fazenda Paineira;53;5;SP83-2847;2021;21,78;0,1042
22223;20433;Fazenda Paineira;53;6;SP83-2847;2022;21,78;0,1979
22324;20433;Fazenda Paineira;53;7;SP83-2847;2022;21,78;0,1806
22324;20433;Fazenda Paineira;53;7;SP83-2847;2023;21,78;0,2569
22425;20433;Fazenda Paineira;53;0;CV7870;2023;25,07;0
22526;20433;Fazenda Paineira;53;1;CV7870;2025;30,26;0
22627;20433;Fazenda Paineira;53;2;CV7870;2025;30,26;1,1667
22627;20433;Fazenda Paineira;53;2;CV7870;2026;30,26;0,2917
22324;20433;Fazenda Paineira;55;7;SP83-2847;2022;14;0,0833
22324;20433;Fazenda Paineira;55;7;SP83-2847;2023;14;0,3264
22425;20433;Fazenda Paineira;55;0;CV7870;2023;11,11;0
22526;20433;Fazenda Paineira;55;1;CV7870;2024;11,11;0
22526;20433;Fazenda Paineira;55;1;CV7870;2025;11,11;0
22122;20433;Fazenda Paineira;57;4;SP83-2847;2021;19,96;0,0625
22223;20433;Fazenda Paineira;57;5;SP83-2847;2022;19,93;0,5104
22324;20433;Fazenda Paineira;57;6;SP83-2847;2022;19,93;0,0208
22425;20433;Fazenda Paineira;58;0;CV7870;2023;19,96;0
22526;20433;Fazenda Paineira;58;1;CV7870;2024;22,74;0
22526;20433;Fazenda Paineira;58;1;CV7870;2025;22,74;0
22627;20433;Fazenda Paineira;58;2;CV7870;2025;22,74;0,625
22627;20433;Fazenda Paineira;58;2;CV7870;2026;22,74;0,3333
22223;20433;Fazenda Paineira;59;6;SP83-2847;2022;8,54;0,3681
22122;20433;Fazenda Paineira;60;4;SP83-2847;2021;20,56;0,4306
22223;20433;Fazenda Paineira;60;5;SP83-2847;2022;22,84;0
22324;20433;Fazenda Paineira;60;6;SP83-2847;2022;22,85;0
22526;20433;Fazenda Paineira;60;1;CV7870;2024;20,16;0
22526;20433;Fazenda Paineira;60;1;CV7870;2025;20,16;0
22122;20433;Fazenda Paineira;62;5;SP83-2847;2021;16,59;0,125
22223;20433;Fazenda Paineira;62;6;SP83-2847;2022;16,59;0,0278
22324;20433;Fazenda Paineira;62;7;SP83-2847;2022;16,59;0,0486
22223;20434;Fazenda Três Ilhas ;1;3;SP83-5073;2021;11,4;0,2338
22223;20434;Fazenda Três Ilhas ;1;3;SP83-5073;2022;11,4;0
22324;20434;Fazenda Três Ilhas ;1;4;SP83-5073;2022;11,4;0,0035
22526;20434;Fazenda Três Ilhas ;1;5;SP83-5073;2024;11,4;0
22122;20434;Fazenda Três Ilhas ;2;2;SP83-5073;2021;8,14;0,4236
22223;20434;Fazenda Três Ilhas ;2;3;SP83-5073;2021;8,14;0
22223;20434;Fazenda Três Ilhas ;2;3;SP83-5073;2022;8,14;0
22526;20434;Fazenda Três Ilhas ;2;5;SP83-5073;2024;8,26;0
22122;20434;Fazenda Três Ilhas ;3;2;SP83-5073;2021;9,1;0,3056
22223;20434;Fazenda Três Ilhas ;3;3;SP83-5073;2021;9,1;0
22223;20434;Fazenda Três Ilhas ;3;3;SP83-5073;2022;9,1;0
22324;20434;Fazenda Três Ilhas ;3;4;SP83-5073;2022;9,1;0
22122;20434;Fazenda Três Ilhas ;4;2;SP83-5073;2021;19,75;0,2153
22223;20434;Fazenda Três Ilhas ;4;3;SP83-5073;2021;19,75;0
22324;20434;Fazenda Três Ilhas ;4;4;SP83-5073;2022;19,75;0
22223;20434;Fazenda Três Ilhas ;5;3;SP83-5073;2022;9,51;0
22122;20434;Fazenda Três Ilhas ;6;2;SP83-5073;2021;20,63;0,3056
22223;20434;Fazenda Três Ilhas ;6;3;SP83-5073;2021;20,63;0
22223;20434;Fazenda Três Ilhas ;6;3;SP83-5073;2022;20,63;0
22324;20434;Fazenda Três Ilhas ;6;4;SP83-5073;2022;20,63;0
22526;20434;Fazenda Três Ilhas ;6;5;SP83-5073;2024;20,63;0
22122;20434;Fazenda Três Ilhas ;7;2;SP83-5073;2021;18,98;0,1389
22223;20434;Fazenda Três Ilhas ;7;3;SP83-5073;2021;18,98;0
22223;20434;Fazenda Três Ilhas ;7;3;SP83-5073;2022;18,98;0
22324;20434;Fazenda Três Ilhas ;7;4;SP83-5073;2022;18,98;0
22526;20434;Fazenda Três Ilhas ;7;5;SP83-5073;2024;18,98;0
22122;20434;Fazenda Três Ilhas ;8;2;SP83-5073;2021;11,14;0,1389
22223;20434;Fazenda Três Ilhas ;8;3;SP83-5073;2021;11,14;0,0208
22324;20434;Fazenda Três Ilhas ;8;4;SP83-5073;2022;11,14;0
22122;20434;Fazenda Três Ilhas ;16;3;SP83-5073;2021;15,45;0,4653
22223;20434;Fazenda Três Ilhas ;16;4;SP83-5073;2021;15,45;0
22324;20434;Fazenda Três Ilhas ;16;5;SP83-5073;2022;15,45;0
22526;20434;Fazenda Três Ilhas ;16;6;SP83-5073;2024;15,45;0
22122;20434;Fazenda Três Ilhas ;17;3;SP83-5073;2021;26,77;0,2153
22223;20434;Fazenda Três Ilhas ;17;4;SP83-5073;2021;26,77;0,0347
22223;20434;Fazenda Três Ilhas ;17;4;SP83-5073;2022;26,77;0
22324;20434;Fazenda Três Ilhas ;17;5;SP83-5073;2022;26,77;0
22122;20434;Fazenda Três Ilhas ;18;3;SP83-5073;2021;30,74;0,3056
22223;20434;Fazenda Três Ilhas ;18;4;SP83-5073;2021;30,74;0
22223;20434;Fazenda Três Ilhas ;18;4;SP83-5073;2022;30,74;0
22324;20434;Fazenda Três Ilhas ;18;5;SP83-5073;2022;30,74;0
22526;20434;Fazenda Três Ilhas ;18;6;SP83-5073;2024;30,74;0
22223;20434;Fazenda Três Ilhas ;19;3;RB867515;2021;14,15;0
22223;20434;Fazenda Três Ilhas ;19;3;RB867515;2022;14,15;0
22122;20434;Fazenda Três Ilhas ;20;2;RB867515;2021;14,07;0,625
22223;20434;Fazenda Três Ilhas ;20;3;RB867515;2021;14,46;0
22324;20434;Fazenda Três Ilhas ;20;4;RB867515;2022;14,46;0
22526;20434;Fazenda Três Ilhas ;20;5;RB867515;2024;14,46;0
22223;20434;Fazenda Três Ilhas ;21;2;RB867515;2021;41,98;0
22223;20434;Fazenda Três Ilhas ;21;2;RB867515;2022;41,98;0,0417
22324;20434;Fazenda Três Ilhas ;21;3;RB867515;2022;41,98;0,0069
22526;20434;Fazenda Três Ilhas ;21;4;RB867515;2024;41,98;0
22223;20434;Fazenda Três Ilhas ;22;2;RB867515;2021;3,63;0
22223;20434;Fazenda Três Ilhas ;22;2;RB867515;2022;3,63;0
22324;20434;Fazenda Três Ilhas ;22;3;RB867515;2022;3,63;0
22223;20434;Fazenda Três Ilhas ;23;2;RB867515;2021;2,55;0
22223;20434;Fazenda Três Ilhas ;23;2;RB867515;2022;2,55;0
22425;20439;Fazenda Ipezal;1;1;RB867515;2023;23,11;0
22526;20439;Fazenda Ipezal;1;2;RB867515;2024;23,11;0
22526;20439;Fazenda Ipezal;1;2;RB867515;2025;23,11;0
22223;20439;Fazenda Ipezal;2;3;RB966928;2021;16,33;0
22223;20439;Fazenda Ipezal;2;3;RB966928;2022;16,33;0
22324;20439;Fazenda Ipezal;2;0;RB867515;2023;38,48;0
22425;20439;Fazenda Ipezal;2;1;RB867515;2023;43,93;0
22526;20439;Fazenda Ipezal;2;2;RB867515;2024;43,93;0
22526;20439;Fazenda Ipezal;2;2;RB867515;2025;43,93;0
22223;20439;Fazenda Ipezal;3;3;RB966928;2021;24,4;0
22324;20439;Fazenda Ipezal;3;0;RB867515;2023;37,77;0
22425;20439;Fazenda Ipezal;3;1;RB867515;2023;43,01;0
22526;20439;Fazenda Ipezal;3;2;RB867515;2025;43,01;0
22223;20439;Fazenda Ipezal;4;3;RB966928;2021;24,92;0
22223;20439;Fazenda Ipezal;4;3;RB966928;2022;24,92;0
22425;20439;Fazenda Ipezal;4;1;RB867515;2023;16,06;0
22223;20439;Fazenda Ipezal;5;3;RB966928;2021;26,42;0
22223;20439;Fazenda Ipezal;5;3;RB966928;2022;26,42;0
22425;20439;Fazenda Ipezal;5;1;RB867515;2023;37,72;0
22526;20439;Fazenda Ipezal;5;2;RB867515;2024;37,72;0
22526;20439;Fazenda Ipezal;5;2;RB867515;2025;37,72;0
22223;20439;Fazenda Ipezal;6;3;RB966928;2021;12,54;0
22324;20439;Fazenda Ipezal;7;1;RB867515;2023;5,12;0
22425;20439;Fazenda Ipezal;7;1;CTC1007;2023;23,35;0
22526;20439;Fazenda Ipezal;7;2;DIVERSAS;2024;23,35;0
22526;20439;Fazenda Ipezal;7;2;DIVERSAS;2025;23,35;0
22223;20439;Fazenda Ipezal;9;3;RB966928;2021;31,01;0
22223;20439;Fazenda Ipezal;9;3;RB966928;2022;31,01;0
22223;20439;Fazenda Ipezal;12;3;RB966928;2021;9,38;0
22223;20439;Fazenda Ipezal;13;3;RB966928;2021;11,58;0
22223;20439;Fazenda Ipezal;13;3;RB966928;2022;11,58;0
22122;20440;Fazenda Três Barras;3;4;SP83-2847;2021;2,82;0
22122;20440;Fazenda Três Barras;13;4;SP83-2847;2021;13,02;0,0069
22324;20440;Fazenda Três Barras;17;1;CTC9001;2022;17,56;0
22425;20440;Fazenda Três Barras;17;2;CTC9001;2023;17,56;0,0347
22425;20440;Fazenda Três Barras;17;2;CTC9001;2024;17,56;0
22526;20440;Fazenda Três Barras;17;3;CTC9001;2024;17,56;0
22324;20440;Fazenda Três Barras;18;1;CTC9001;2022;20,93;0
22425;20440;Fazenda Três Barras;18;2;CTC9001;2023;20,93;0
22425;20440;Fazenda Três Barras;18;2;CTC9001;2024;20,93;0,0595
22526;20440;Fazenda Três Barras;18;3;CTC9001;2024;20,93;0
22324;20440;Fazenda Três Barras;20;1;CTC9001;2022;35,12;0
22425;20440;Fazenda Três Barras;20;2;CTC9001;2023;35,12;0
22425;20440;Fazenda Três Barras;20;2;CTC9001;2024;35,12;0,2083
22526;20440;Fazenda Três Barras;20;3;CTC9001;2024;35,12;0
22324;20440;Fazenda Três Barras;21;1;CTC9001;2022;28,51;0
22526;20440;Fazenda Três Barras;21;3;CTC9001;2024;28,51;0
22324;20440;Fazenda Três Barras;23;1;CTC9001;2022;8,07;0
22526;20440;Fazenda Três Barras;23;3;CTC9001;2024;8,07;0,0694
22324;20440;Fazenda Três Barras;24;1;CTC9001;2022;13,26;0
22324;20440;Fazenda Três Barras;25;1;CTC9001;2022;25,55;0
22425;20440;Fazenda Três Barras;25;2;CTC9001;2023;25,55;0
22425;20440;Fazenda Três Barras;25;2;CTC9001;2024;25,55;0,6875
22526;20440;Fazenda Três Barras;25;3;CTC9001;2024;25,55;0,1806
22324;20440;Fazenda Três Barras;28;1;CTC9001;2022;13,63;0
